2520	2880
0.5000	325	504	835	1258	1701	1970	2464
0.5000	292	539	981	1396	1667	1886	2213
-0.5000	300	666	870	1360	1514	1935	2281
-0.5000	76	454	882	1264	1637	2080	2295
-0.5000	263	657	962	1424	1670	1960	2305
0.5000	332	375	923	1261	1547	1912	2392
0.5000	193	640	827	1256	1454	2004	2412
-0.5000	206	483	968	1186	1780	2076	2512
-0.5000	148	609	957	1319	1784	1830	2506
-0.5000	311	642	780	1345	1717	2152	2172
0.5000	111	460	725	1347	1481	1945	2304
0.5000	15	699	1032	1209	1759	1882	2328
-0.5000	76	542	872	1330	1641	2109	2358
-0.5000	254	472	885	1164	1622	1929	2378
0.5000	212	430	1044	1420	1788	2104	2305
0.5000	122	402	1068	1141	1554	1851	2245
-0.5000	128	438	1011	1153	1682	1870	2385
-0.5000	266	696	1062	1401	1715	2143	2250
-0.5000	246	473	1067	1139	1490	1917	2246
0.5000	189	399	1061	1263	1489	2125	2279
0.5000	272	659	1012	1310	1600	2150	2375
0.5000	251	424	745	1345	1765	2122	2495
-0.5000	255	396	810	1240	1470	1854	2361
0.5000	104	510	939	1412	1449	1817	2239
0.5000	22	476	925	1252	1677	1862	2327
-0.5000	204	368	788	1131	1778	1947	2307
0.5000	87	452	832	1165	1749	1977	2439
0.5000	358	576	794	1233	1663	1876	2361
-0.5000	196	703	734	1265	1688	1835	2246
-0.5000	125	702	877	1374	1620	2140	2482
-0.5000	28	542	1049	1366	1647	1923	2275
-0.5000	11	668	1023	1290	1566	1900	2261
0.5000	356	502	934	1372	1473	1984	2294
-0.5000	83	670	954	1394	1654	1983	2174
-0.5000	34	571	1069	1223	1787	1902	2323
-0.5000	252	692	850	1275	1463	2108	2261
-0.5000	97	652	761	1306	1666	1965	2255
0.5000	191	468	936	1090	1756	2107	2289
0.5000	8	577	970	1378	1624	1802	2187
0.5000	136	455	812	1356	1491	1861	2184
-0.5000	275	627	959	1283	1655	2119	2425
0.5000	255	441	939	1163	1744	1868	2324
0.5000	336	426	1048	1216	1683	2096	2298
0.5000	70	516	856	1309	1558	2066	2386
0.5000	120	629	725	1355	1671	1932	2189
0.5000	52	649	939	1310	1562	1867	2436
0.5000	229	629	796	1430	1743	1824	2237
0.5000	278	409	1036	1106	1790	2012	2439
-0.5000	351	703	913	1362	1496	2093	2373
0.5000	80	512	913	1268	1518	2031	2163
-0.5000	214	447	1069	1129	1634	1888	2221
0.5000	104	398	975	1363	1496	1887	2161
-0.5000	175	543	1040	1094	1496	1879	2374
0.5000	100	432	961	1329	1663	2011	2445
0.5000	179	436	812	1378	1487	1869	2365
-0.5000	86	559	857	1099	1550	2027	2178
-0.5000	35	562	971	1438	1538	2120	2203
0.5000	110	552	850	1373	1604	2107	2175
0.5000	21	697	987	1320	1591	2080	2439
-0.5000	44	393	841	1162	1524	2116	2229
0.5000	248	544	866	1305	1535	1978	2314
-0.5000	124	611	960	1195	1718	1911	2199
-0.5000	63	360	1023	1352	1730	1999	2453
0.5000	157	580	983	1185	1790	1937	2193
-0.5000	132	469	1045	1152	1535	2062	2385
-0.5000	264	604	801	1139	1454	1851	2435
-0.5000	311	522	895	1086	1668	1830	2433
0.5000	246	398	874	1427	1675	1978	2185
-0.5000	247	640	876	1328	1478	2149	2296
-0.5000	199	607	904	1305	1564	1849	2402
-0.5000	58	489	859	1250	1669	1988	2425
0.5000	289	556	743	1101	1742	2132	2417
0.5000	52	596	826	1342	1546	1923	2413
-0.5000	225	606	775	1180	1611	1816	2434
0.5000	187	677	779	1098	1532	2058	2358
-0.5000	225	582	1075	1152	1642	2000	2232
0.5000	302	488	1027	1376	1615	2106	2334
-0.5000	75	435	993	1276	1511	1935	2207
-0.5000	239	488	983	1411	1701	1875	2412
0.5000	313	631	804	1143	1687	2154	2318
-0.5000	99	424	1048	1329	1474	2093	2401
0.5000	267	609	1046	1171	1714	2006	2200
-0.5000	108	466	722	1337	1562	1975	2458
-0.5000	1	603	792	1274	1579	2046	2303
-0.5000	34	374	853	1144	1504	1878	2484
0.5000	145	610	937	1305	1711	1869	2331
0.5000	4	476	935	1393	1647	1818	2214
0.5000	252	581	892	1313	1584	2059	2293
-0.5000	78	607	929	1321	1505	2065	2217
-0.5000	340	493	1044	1281	1487	1835	2178
-0.5000	70	567	941	1393	1667	2130	2265
0.5000	167	504	867	1257	1752	1879	2291
-0.5000	56	695	863	1397	1733	2128	2220
-0.5000	65	549	753	1188	1641	1927	2211
0.5000	318	563	836	1288	1480	2088	2321
0.5000	139	415	794	1412	1782	2121	2518
-0.5000	211	385	974	1414	1575	1874	2193
0.5000	111	599	910	1418	1524	2129	2204
0.5000	126	445	841	1204	1753	2081	2385
-0.5000	277	432	1039	1329	1590	1853	2313
0.5000	270	562	997	1127	1793	1832	2201
0.5000	309	545	905	1258	1786	1900	2319
0.5000	154	507	979	1366	1606	1913	2387
0.5000	128	613	1047	1187	1463	1979	2422
0.5000	240	711	891	1189	1728	2146	2421
-0.5000	23	491	747	1192	1628	1908	2482
-0.5000	144	431	867	1094	1743	2004	2245
0.5000	107	583	1014	1388	1777	1948	2248
-0.5000	203	515	999	1085	1714	1953	2242
0.5000	110	381	853	1417	1506	1892	2353
-0.5000	149	426	725	1084	1705	2105	2160
-0.5000	317	497	1024	1090	1664	2097	2184
-0.5000	12	488	998	1303	1491	2158	2182
-0.5000	180	402	745	1082	1739	1924	2286
0.5000	135	485	891	1281	1542	1962	2230
0.5000	47	529	1019	1274	1708	1994	2179
0.5000	168	561	764	1390	1788	2153	2173
-0.5000	181	378	954	1245	1568	1917	2332
0.5000	17	432	1036	1248	1727	2014	2395
-0.5000	235	523	823	1264	1485	1893	2504
-0.5000	79	443	1042	1310	1634	2013	2313
0.5000	66	616	834	1371	1612	1996	2161
-0.5000	250	598	969	1168	1578	2115	2508
0.5000	276	514	1018	1156	1727	2018	2184
-0.5000	117	689	891	1302	1628	1920	2425
-0.5000	52	427	1024	1229	1721	1928	2296
-0.5000	146	584	798	1384	1737	2109	2259
0.5000	205	453	979	1423	1588	2030	2336
0.5000	283	436	1015	1081	1538	1999	2432
-0.5000	349	534	958	1140	1484	1925	2217
0.5000	178	608	747	1181	1575	2104	2235
-0.5000	240	558	1035	1254	1687	1843	2370
-0.5000	325	388	777	1202	1723	1801	2378
-0.5000	51	408	878	1225	1751	1922	2212
-0.5000	24	521	1029	1245	1721	1838	2365
-0.5000	68	547	828	1291	1448	1945	2353
-0.5000	104	674	891	1144	1639	1993	2188
0.5000	279	579	887	1121	1479	1923	2264
0.5000	36	362	756	1083	1600	1922	2259
-0.5000	354	497	895	1300	1793	1941	2233
-0.5000	10	409	1041	1413	1786	1832	2233
0.5000	253	715	1021	1406	1598	2055	2398
0.5000	124	498	1001	1253	1559	1868	2213
-0.5000	49	513	1047	1296	1634	1952	2443
0.5000	122	583	868	1319	1556	2015	2479
-0.5000	249	482	994	1168	1507	1907	2217
0.5000	167	427	1074	1115	1621	2095	2511
0.5000	66	387	954	1107	1468	1938	2492
-0.5000	31	653	894	1359	1601	1884	2178
0.5000	327	644	781	1407	1528	1894	2355
-0.5000	292	557	920	1106	1708	2100	2261
0.5000	9	518	889	1109	1511	2157	2410
0.5000	237	516	721	1285	1578	1992	2249
-0.5000	22	396	749	1204	1798	2147	2489
0.5000	282	672	787	1209	1727	1896	2477
-0.5000	243	580	1075	1283	1473	1964	2422
0.5000	224	445	1019	1322	1477	2038	2175
0.5000	15	680	1013	1206	1783	2073	2319
-0.5000	164	670	1037	1310	1488	1898	2484
-0.5000	289	477	1006	1391	1491	1883	2349
-0.5000	5	428	994	1375	1677	2125	2224
-0.5000	196	628	761	1107	1689	1884	2220
0.5000	84	462	933	1332	1571	2084	2188
-0.5000	89	372	927	1130	1580	1989	2491
-0.5000	217	671	932	1314	1463	1911	2262
-0.5000	170	592	894	1405	1598	2080	2478
0.5000	171	562	827	1395	1709	2041	2389
-0.5000	204	391	986	1148	1501	1811	2380
-0.5000	142	616	783	1380	1535	1851	2307
-0.5000	2	669	848	1389	1707	2082	2295
0.5000	122	679	920	1295	1560	1870	2177
0.5000	120	403	873	1322	1591	2017	2176
-0.5000	35	617	753	1395	1547	1942	2414
0.5000	165	645	1027	1392	1778	1903	2316
0.5000	169	541	1051	1166	1504	1868	2328
-0.5000	247	498	885	1276	1587	2144	2283
0.5000	81	524	928	1313	1527	1888	2470
0.5000	305	372	981	1279	1479	2046	2166
0.5000	136	671	1020	1365	1516	1845	2302
-0.5000	105	553	1009	1194	1472	2126	2440
-0.5000	331	662	818	1219	1621	1829	2471
-0.5000	334	531	877	1183	1646	1975	2345
-0.5000	58	374	800	1429	1608	1872	2201
-0.5000	284	552	1014	1425	1621	1813	2283
-0.5000	84	506	751	1422	1671	1942	2298
0.5000	32	657	979	1264	1633	1894	2469
-0.5000	336	651	742	1106	1619	1907	2423
0.5000	153	478	754	1353	1657	2041	2209
-0.5000	343	421	897	1204	1558	1930	2478
0.5000	149	510	935	1227	1743	1943	2386
-0.5000	289	669	720	1226	1642	2032	2468
0.5000	97	466	910	1289	1610	2069	2195
-0.5000	123	472	803	1405	1651	2110	2298
-0.5000	97	626	1030	1228	1518	2115	2248
0.5000	151	699	750	1224	1543	2033	2171
-0.5000	65	643	842	1255	1652	1869	2491
-0.5000	152	491	898	1214	1758	1966	2326
-0.5000	48	700	932	1317	1571	1808	2376
-0.5000	43	675	1004	1424	1512	1993	2237
0.5000	306	700	766	1197	1533	1823	2447
0.5000	296	414	759	1351	1666	1858	2458
0.5000	231	471	872	1349	1459	1883	2432
0.5000	269	688	988	1287	1579	1931	2402
-0.5000	314	382	771	1254	1478	1965	2170
0.5000	85	533	843	1435	1465	2099	2515
0.5000	186	439	865	1249	1585	1971	2268
-0.5000	332	482	1048	1084	1703	1838	2162
0.5000	33	513	725	1127	1626	2146	2514
-0.5000	221	610	997	1426	1579	2012	2394
0.5000	44	399	1025	1341	1555	1881	2506
0.5000	43	473	1072	1131	1489	2142	2444
0.5000	320	506	1028	1341	1496	2007	2280
-0.5000	0	551	1039	1159	1790	2140	2497
-0.5000	326	639	1031	1398	1776	1917	2493
0.5000	325	605	773	1355	1541	1983	2345
-0.5000	2	473	1029	1171	1773	1812	2429
-0.5000	261	399	733	1405	1769	2127	2409
0.5000	75	493	1028	1304	1651	1974	2352
0.5000	172	570	986	1291	1697	2035	2226
-0.5000	32	489	767	1303	1607	2045	2485
-0.5000	321	672	720	1142	1584	1923	2328
0.5000	341	495	1031	1372	1644	1874	2458
0.5000	166	500	852	1309	1642	2159	2508
0.5000	194	481	909	1125	1596	2014	2231
-0.5000	108	406	939	1432	1765	1890	2227
0.5000	194	698	988	1134	1498	2102	2214
0.5000	339	698	916	1312	1773	1979	2301
-0.5000	218	430	840	1176	1570	1809	2304
0.5000	321	392	982	1351	1632	1924	2332
0.5000	295	685	926	1417	1725	1917	2189
-0.5000	238	532	831	1314	1582	1808	2335
-0.5000	295	621	923	1129	1518	2103	2214
-0.5000	190	662	786	1229	1670	1868	2509
0.5000	16	464	813	1145	1483	1981	2171
0.5000	259	467	1064	1255	1643	2147	2451
0.5000	149	503	1019	1235	1649	1826	2377
0.5000	86	597	901	1127	1681	2000	2371
0.5000	156	417	908	1246	1765	2123	2196
-0.5000	235	639	1079	1125	1541	2138	2277
-0.5000	115	484	937	1295	1561	2015	2160
0.5000	124	672	981	1121	1729	2062	2199
-0.5000	330	503	758	1416	1516	1855	2329
-0.5000	287	439	766	1218	1757	2062	2415
0.5000	116	640	867	1359	1603	1863	2515
0.5000	251	406	914	1186	1710	1965	2515
-0.5000	311	664	968	1082	1583	1827	2484
-0.5000	6	481	1046	1361	1569	2024	2420
0.5000	131	419	811	1300	1758	2081	2227
-0.5000	282	502	930	1166	1440	2086	2472
0.5000	118	612	963	1205	1448	2072	2219
0.5000	245	487	858	1320	1665	1833	2277
0.5000	90	681	855	1424	1559	1956	2308
-0.5000	128	572	975	1426	1752	2038	2290
-0.5000	207	645	768	1306	1615	1829	2337
0.5000	142	426	807	1147	1685	2052	2376
0.5000	17	513	912	1402	1740	2127	2474
0.5000	156	448	788	1379	1661	2115	2282
0.5000	193	486	784	1086	1706	1977	2212
0.5000	43	406	972	1220	1633	1965	2208
0.5000	268	395	861	1362	1538	1938	2293
0.5000	78	691	785	1328	1705	1840	2493
-0.5000	309	467	757	1341	1690	2024	2210
0.5000	334	573	843	1278	1552	2032	2182
0.5000	246	382	893	1412	1487	2082	2192
0.5000	57	657	1004	1115	1742	2118	2452
0.5000	183	479	770	1321	1509	1849	2424
-0.5000	187	540	777	1143	1494	2125	2445
-0.5000	266	546	732	1175	1597	1842	2403
0.5000	51	585	782	1104	1525	2061	2506
0.5000	240	541	839	1103	1591	2072	2457
0.5000	356	517	736	1325	1512	2059	2404
0.5000	145	494	824	1359	1763	2018	2196
-0.5000	201	529	922	1159	1565	2000	2405
-0.5000	189	501	1053	1385	1561	1809	2269
0.5000	263	656	730	1149	1568	1986	2172
0.5000	170	551	784	1192	1523	1933	2388
-0.5000	337	410	898	1411	1634	1908	2502
0.5000	87	596	729	1284	1484	2011	2380
0.5000	336	456	1073	1258	1658	2097	2356
0.5000	130	413	841	1261	1594	1850	2244
0.5000	165	424	957	1295	1700	1947	2359
0.5000	35	659	1078	1371	1763	2069	2519
-0.5000	293	442	866	1415	1704	1985	2464
-0.5000	356	642	812	1435	1702	1970	2406
-0.5000	75	506	816	1392	1573	1870	2496
-0.5000	285	536	836	1128	1465	1950	2300
0.5000	261	435	798	1189	1521	2121	2268
-0.5000	218	504	867	1319	1770	1818	2408
-0.5000	181	546	950	1317	1640	2070	2297
0.5000	115	538	976	1366	1627	2050	2384
0.5000	103	485	1066	1381	1783	2070	2221
0.5000	332	509	1054	1214	1623	1912	2383
-0.5000	40	457	1051	1110	1612	2055	2296
0.5000	169	439	761	1237	1549	2155	2347
-0.5000	140	635	906	1166	1755	2012	2514
0.5000	273	658	759	1235	1735	2003	2424
0.5000	190	420	873	1185	1609	1957	2208
-0.5000	250	702	724	1357	1778	2114	2489
-0.5000	83	660	1054	1121	1609	1969	2226
-0.5000	220	557	1015	1321	1775	2065	2364
0.5000	241	487	1056	1089	1540	1915	2453
0.5000	300	604	948	1403	1598	1802	2418
-0.5000	54	401	868	1171	1791	1800	2200
0.5000	27	683	883	1209	1557	2096	2343
-0.5000	352	384	820	1119	1792	1993	2516
0.5000	319	586	754	1343	1787	1921	2268
-0.5000	240	487	765	1357	1525	1992	2288
-0.5000	207	424	996	1344	1572	1945	2300
0.5000	284	471	1056	1145	1691	2121	2276
-0.5000	126	457	1024	1190	1670	1966	2219
-0.5000	315	644	1073	1332	1551	1938	2352
0.5000	201	382	936	1084	1450	2099	2211
-0.5000	261	603	996	1105	1564	1999	2388
-0.5000	64	686	1052	1376	1599	2153	2197
0.5000	320	443	899	1405	1517	1881	2249
0.5000	31	561	803	1368	1536	1829	2393
-0.5000	350	610	875	1271	1629	1833	2161
0.5000	227	627	901	1302	1442	1973	2406
-0.5000	138	656	911	1238	1749	1980	2180
-0.5000	41	516	1036	1219	1724	1951	2515
-0.5000	20	473	898	1135	1765	2098	2385
0.5000	252	468	1013	1096	1658	2037	2456
0.5000	260	508	1063	1202	1459	2046	2442
-0.5000	348	553	829	1260	1675	2107	2399
0.5000	333	684	778	1252	1702	2047	2173
-0.5000	209	438	767	1244	1703	1882	2250
0.5000	148	667	1031	1311	1493	1965	2395
0.5000	68	529	732	1347	1681	2015	2257
0.5000	80	371	861	1406	1561	1830	2508
0.5000	135	505	741	1178	1514	2101	2344
0.5000	334	691	972	1374	1631	1920	2427
-0.5000	139	598	975	1287	1445	1901	2164
-0.5000	255	566	946	1298	1464	1823	2402
0.5000	312	510	835	1404	1781	1905	2363
-0.5000	76	428	887	1285	1591	1875	2425
-0.5000	335	446	886	1233	1691	1807	2315
-0.5000	343	520	1054	1191	1727	2007	2258
0.5000	86	713	798	1374	1446	1951	2216
-0.5000	18	623	881	1431	1696	2102	2394
0.5000	148	531	823	1378	1619	2057	2449
0.5000	153	599	797	1389	1770	1970	2376
0.5000	310	388	771	1268	1536	2129	2181
0.5000	176	437	739	1095	1572	1855	2227
0.5000	234	552	968	1437	1685	1856	2292
-0.5000	244	678	1057	1163	1753	2048	2464
-0.5000	8	374	936	1102	1792	2054	2321
-0.5000	110	474	895	1124	1602	1804	2370
-0.5000	155	588	801	1112	1609	1976	2238
0.5000	85	493	919	1304	1681	1931	2287
-0.5000	62	408	1041	1358	1718	1899	2315
0.5000	251	459	881	1196	1447	1896	2306
-0.5000	184	560	913	1433	1607	2088	2345
0.5000	287	410	928	1161	1521	2017	2467
-0.5000	105	525	738	1407	1710	1837	2198
-0.5000	221	684	751	1176	1529	2068	2405
-0.5000	21	540	1026	1125	1755	1961	2422
0.5000	44	417	768	1348	1788	1869	2388
-0.5000	245	568	1074	1144	1456	1988	2337
-0.5000	208	490	837	1433	1746	1825	2409
-0.5000	94	709	1069	1362	1464	2097	2242
-0.5000	150	625	967	1409	1607	1905	2507
0.5000	250	421	984	1353	1534	1890	2405
0.5000	329	666	989	1201	1753	2038	2369
-0.5000	325	649	1060	1269	1676	2046	2489
-0.5000	90	578	1007	1234	1643	2152	2409
0.5000	195	442	1034	1263	1789	1817	2447
-0.5000	59	606	766	1192	1636	1925	2392
0.5000	158	691	1048	1320	1688	2005	2306
0.5000	323	713	864	1335	1467	2067	2434
0.5000	100	659	833	1157	1744	1991	2444
-0.5000	319	549	857	1150	1499	1941	2338
0.5000	46	524	829	1306	1765	1806	2495
0.5000	168	398	833	1377	1733	2124	2399
0.5000	0	670	834	1286	1584	2155	2454
-0.5000	306	624	915	1408	1779	2115	2372
0.5000	70	477	987	1339	1470	2132	2380
0.5000	310	556	847	1414	1441	1919	2240
-0.5000	214	624	726	1080	1693	2008	2517
0.5000	103	478	1066	1391	1778	1827	2165
-0.5000	87	597	1064	1308	1708	2092	2310
-0.5000	322	579	748	1434	1714	2023	2328
-0.5000	319	378	1040	1343	1712	2027	2430
-0.5000	298	661	744	1102	1700	1914	2169
-0.5000	49	621	820	1273	1794	1930	2205
-0.5000	76	541	995	1401	1606	2040	2439
0.5000	101	490	929	1126	1511	1866	2330
0.5000	30	719	814	1232	1616	1938	2405
-0.5000	76	424	1005	1303	1606	2116	2426
-0.5000	109	512	734	1243	1588	2029	2299
0.5000	110	434	889	1395	1640	2056	2481
0.5000	96	380	836	1242	1682	2019	2349
-0.5000	220	434	725	1193	1659	2039	2374
-0.5000	138	527	1038	1356	1668	1942	2293
-0.5000	231	706	931	1284	1784	1819	2481
0.5000	175	466	804	1134	1440	2011	2413
0.5000	268	479	1001	1334	1712	1838	2463
0.5000	265	565	977	1354	1746	2147	2324
-0.5000	63	468	789	1087	1697	1847	2180
0.5000	225	531	877	1420	1671	1977	2446
0.5000	304	376	736	1390	1539	2011	2167
-0.5000	333	471	794	1417	1478	1990	2297
-0.5000	7	557	1032	1321	1543	1849	2338
0.5000	316	494	792	1208	1592	1994	2519
-0.5000	59	484	940	1160	1704	2136	2231
-0.5000	19	372	1039	1303	1741	1804	2342
0.5000	305	638	792	1159	1558	1806	2351
-0.5000	299	647	886	1408	1491	1913	2438
-0.5000	53	558	882	1219	1664	1976	2210
-0.5000	217	412	917	1349	1443	1953	2369
0.5000	40	589	735	1332	1535	1898	2177
0.5000	196	412	847	1370	1735	2063	2334
0.5000	343	612	1070	1101	1567	2028	2438
-0.5000	4	562	846	1279	1731	1850	2459
0.5000	206	388	999	1307	1555	2144	2361
0.5000	140	389	992	1407	1685	2116	2288
-0.5000	192	586	865	1249	1520	1930	2447
-0.5000	182	399	807	1094	1762	1831	2488
0.5000	60	530	936	1331	1549	2136	2278
0.5000	197	375	887	1238	1454	1892	2389
0.5000	326	415	852	1246	1498	2127	2347
0.5000	157	709	1016	1259	1497	2120	2280
-0.5000	91	593	725	1086	1717	1983	2462
-0.5000	325	591	854	1382	1497	2107	2380
-0.5000	219	706	1055	1291	1484	2083	2268
-0.5000	291	422	897	1275	1698	2113	2352
0.5000	342	561	1064	1098	1596	1807	2369
-0.5000	124	479	734	1353	1508	1859	2465
-0.5000	186	538	926	1087	1571	1831	2179
-0.5000	143	621	973	1182	1735	1852	2310
0.5000	214	378	757	1233	1568	1875	2368
0.5000	328	532	749	1151	1467	2130	2398
-0.5000	278	474	860	1411	1548	2010	2207
-0.5000	19	574	807	1105	1780	1863	2255
0.5000	141	641	1012	1189	1591	1883	2222
-0.5000	54	590	1074	1215	1758	2101	2287
-0.5000	175	369	734	1429	1493	1895	2336
0.5000	128	568	819	1311	1604	1922	2219
0.5000	234	551	1054	1275	1563	2124	2212
-0.5000	216	608	799	1397	1443	1978	2333
-0.5000	47	652	795	1125	1475	2100	2244
-0.5000	81	486	933	1156	1700	2033	2374
-0.5000	210	668	726	1339	1680	1986	2198
0.5000	267	399	735	1330	1683	2018	2490
0.5000	3	444	1049	1323	1512	1955	2312
0.5000	144	372	749	1263	1732	2108	2305
-0.5000	346	598	734	1262	1756	1840	2450
0.5000	261	589	813	1121	1661	2044	2341
0.5000	112	714	938	1309	1441	2069	2374
-0.5000	87	376	912	1244	1548	2020	2289
-0.5000	337	534	1028	1108	1610	1857	2200
-0.5000	39	625	1077	1269	1522	2079	2472
0.5000	215	609	857	1345	1545	1801	2495
-0.5000	55	447	957	1206	1689	1850	2403
0.5000	218	685	1055	1268	1623	1881	2338
-0.5000	26	574	969	1286	1448	2068	2406
-0.5000	203	509	871	1221	1629	1906	2461
-0.5000	72	561	1062	1243	1659	2040	2301
0.5000	113	507	1037	1140	1688	1872	2322
-0.5000	161	643	999	1281	1757	1860	2304
-0.5000	280	490	1034	1356	1588	1867	2368
-0.5000	177	622	940	1372	1478	1984	2229
0.5000	172	501	788	1206	1775	1803	2502
-0.5000	347	708	1053	1154	1536	2097	2313
-0.5000	100	394	1012	1212	1572	1982	2372
0.5000	47	407	838	1281	1464	2009	2208
0.5000	220	614	971	1224	1679	2034	2439
0.5000	232	371	806	1414	1567	2133	2307
0.5000	130	682	918	1189	1586	2122	2214
0.5000	26	520	965	1129	1451	2042	2408
-0.5000	91	481	960	1105	1442	2034	2230
-0.5000	242	441	839	1129	1703	1840	2242
-0.5000	291	513	780	1353	1465	1902	2319
-0.5000	249	453	909	1201	1453	2033	2393
0.5000	136	593	785	1093	1782	2054	2286
0.5000	329	377	768	1094	1446	1822	2330
-0.5000	347	714	787	1163	1696	2117	2317
-0.5000	225	527	745	1140	1532	2136	2293
-0.5000	121	679	837	1110	1527	1901	2392
0.5000	214	490	845	1381	1590	2130	2280
-0.5000	92	396	863	1354	1777	1978	2316
-0.5000	231	401	1050	1123	1605	2139	2236
0.5000	79	538	1065	1352	1546	1950	2518
-0.5000	317	449	884	1082	1602	2086	2407
0.5000	47	572	844	1258	1558	2147	2305
-0.5000	145	719	760	1356	1581	1818	2282
0.5000	100	620	1027	1331	1519	1870	2262
0.5000	217	497	771	1092	1462	2066	2485
-0.5000	35	438	941	1346	1527	1982	2506
0.5000	63	644	925	1094	1578	1806	2310
0.5000	292	545	952	1127	1503	1828	2511
-0.5000	104	633	1065	1152	1562	2008	2309
-0.5000	257	369	1011	1350	1488	2000	2194
-0.5000	283	429	752	1316	1609	2030	2234
-0.5000	322	646	755	1394	1475	1855	2417
-0.5000	33	470	1058	1294	1630	1904	2344
0.5000	77	494	829	1233	1550	1943	2364
0.5000	29	551	945	1377	1476	2110	2498
-0.5000	298	393	1049	1423	1526	2104	2215
0.5000	44	691	859	1414	1630	1825	2166
-0.5000	27	712	828	1128	1768	1882	2187
-0.5000	172	714	917	1317	1630	1944	2470
-0.5000	78	626	917	1302	1543	1919	2263
-0.5000	300	539	790	1170	1793	2064	2176
0.5000	303	363	1029	1305	1644	1854	2341
0.5000	307	603	915	1228	1503	2083	2426
-0.5000	286	371	764	1090	1619	1997	2504
